title,lyrics
Anirudh Ravichander Engae Endru Povathu lyrics,Engae Endru Povathu|-|Yaarai Solli Novathu|-|Yetho Konjam Vazhumpothe|-|Thottru Thottru Saavathu|-|Raththam Ketkum Pei Idhu|-|Rathiri Pagalai Maraiyuthu|-|Ooive Illai Ovvondraga Kooru Pottu Kolluthu|-|Ketpathe... Pizhai Ennum Viliyele|-|Unmai Illai Naattil|-|Thavaruthe... Mazhai Dhinam Paadampathu|-|Moolugindrom Seetril|-|Oru Uyirukku Ingu Vilai Enna|-|Verum Kanner Sinthi Payan Enna|-|Dhinam Naanum Veiyil Kaanum Kanavugal|-|Karugi Povum Nilai Enna|-|Oru Thiramai Irundha Pothatha|-|Idam Thedi Kondu Varatha|-|Indha Lancham Oolal Rendum Ingae|-|Ketta Vaarthai Aagatha...|-|Mozhi Therindhum Alaikindrom|-|Thaniyaga Valarkindrom|-|Thalaikeelai Thirikindrom|-|Dhisai Theriyammal Thinarukirom|-|Mozhi Therindhum Alaikindrom|-|Thaniyaga Valarkindrom|-|Thalaikeelai Thirikindrom|-|Dhisai Theriyammal Thinarukirom|-|Atchikal Maralam Chatchikal Maruma|-|Soolnilai Maralam Soolchikal Maruma|-|Ini Naam Oru Dhayam Keesiye Yeni Yeranum|-|Yethiri Adi Vangi Vangi Odi Poganum..|-|Idhu Vazhiyal Vaadiya Koottamada|-|Oru Puthirana Porattamada|-|Idhu Thedi Sertha Kootam Illai|-|Thaanaa Serndha Kootamada|-|Idhu Vazhiyal Vaadiya Koottamada|-|Oru Puthirana Porattamada|-|Idhu Thedi Sertha Kootam Illai|-|Thaanaa Serndha Kootamada.....|-|Dheethum Nandrum Sernthe Vazhum Ooril|-|Theemai Mattum Ongi Nirukum Velai|-|Kaatrum Kooda Kaasai Ketkum Kaalam|-|Vandhal Naamum Enna Naamum Seiya Koodum|-|Idhu Thaanaa Serndha Kootamada.....|-|Idhu Thaanaa Serndha Kootamada.....|-|Idhu Thedi Sertha Kootam Illai|-|Thaanaa Serndha Kootamada.....|-|Idhu Vazhiyal Vaadiya Koottamada|-|Oru Puthirana Porattamada|-|Idhu Thedi Sertha Kootam Illai|-|Thaanaa Serndha Kootamada......
Anirudh Ravichander Ezhu Velaikkara lyrics,Ezhu velaikkara..|-|Ezhu velaikkara Indre.. Indre..|-|Oyaadhe.. Saayaadhe..|-|Vaai moodi vaazhadhe..|-|Ezhu velaikkara indre indre|-|Ini seiyum velai nandre..|-|Ada melum keezhum ondre ondre..|-|Varalaarai maatru vendre..|-|Vervai theeye.. Desam neeye|-|Un sol kaedde.. veesum kaatre..|-|Oyaadhe.. Theyaadhe.. Saayaaadhe..|-|Aaraadhe.. Soraadhe.. Veezhaaadhee..|-|Ezhu velaikkara indre indre|-|Ini seiyum velai nandre..|-|Ada melum keezhum ondre ondre..|-|Varalaarai maatru vendre..|-|Mudiyaadha seyal edhume|-|Puvi meedhu kidaiyaadhu|-|Ezhundhu vaa puyalai pole..|-|Balam enna puriyaamale..|-|Panindhome kunidhome nimirndhu vaa|-|Mele Mele..|-|Oru muraiye tharaiyinil vaazhum vaaippu|-|Adai muraiye payanura|-|Vaazhum vaazhkkai aakku..|-|Uzhaippavane ezhudhida vendum theerppu|-|Vidhaithavane pasiyena ponaal engo thappu|-|Oyaadhe.. Theyaadhe.. Saayaaadhe..|-|Aaraadhe.. Soraadhe.. Veezhaaadhee..|-|Ezhu velaikkara indre indre|-|Ini seiyum velai nandre..|-|Ada melum keezhum ondre ondre..|-|Varalaarai maatru vendre..|-|Vervai theeye.. Desam neeye|-|Un sol kaedde.. veesum kaatre..|-|Oyaadhe.. Theyaadhe.. Saayaaadhe..|-|Aaraadhe.. Soraadhe.. Veezhaaadhee..|-|Oyaadhe.. Theyaadhe.. Saayaaadhe..|-|Aaraadhe.. Soraadhe.. Veezhaaadhee..|-|Poraadu.. Poraadu.. Poraadu.. Poraadu..|-|Oyaadhe.. Saayaadhe.. Vaai moodi.. Vaazhaadhe
Anirudh Ravichander Gaali Vaaluga lyrics,Gaali Vaaluga...|-|O Gulabi Vaali...|-|Gaayam Ainadi|-|Na Gundeki Thagili|-|Thapinchi ponaaaaaaaa!|-|Prahtikshanam Ilaga Neekosam|-|Tharinchi ponaaaaaaaa.|-|Cheli Ila Dorikithey Nee Sneham|-|Em Chesavey Mabbulanu Puvvuloo Thadipi|-|Thena jadilo Munchesaave|-|Gaalulaku Gandham Raasi Paiki Visuruthave|-|Em Chustavey Merupu churakatthulne|-|Doosi Paduchu Yedalo Dinchesave|-|Thalapune Thunakalu Chesi Thapana Penchuthave|-|Nadiche Harivilla|-|Nanu Nuvillaa guripeduthunte Ela|-|Anu Vanu Vuna Vila Vila manadaa praanam Niluvella|-|Nilu Nilu Nilaladu Pilla|-|Gaalipatamlaa Egarake ala|-|Sukumari Sogasunala Ontariga Vodalaala...|-|Chustheney|-|Gaali Vaaluga...|-|O Gulabi Vaali...|-|Gaayam Ainadi|-|Na Gundeki Thagili|-|Thapinchi ponaaaaaaaa!|-|Prahtikshanam Ilaga Neekosam|-|Tharinchi ponaaaaaaaa.|-|Cheli Ila Dorikithey Nee Sneham|-|hmmm! hmmm! hmmm! mmm!!!|-|Hmmm! Kora Kora Kopamela|-|Chura Chura Chupulela|-|Manohari Madipona|-|Antha udikisthe|-|Are Ani Jaali Padavem|-|Papam Kade Preyasi|-|Sare Ani Challabadavem|-|Osi Pisaachiiiii!|-|Uhu Ala Thippukuntu|-|Thoolipoke Oorvasi|-|Aha Ala Navvuthaavem|-|Meesam Melesi .|-|Ennallinkaa Oorike Oohallo|-|Untaam Penkipilla|-|Chaalle inka|-|Maanuko mundoo Venakaa|-|Chusukoni Pantham|-|Aalochiddaam chakkagaa Koorchoni|-|Charchiddaamm Chaalu Yuddham|-|Raajikoddaam Koddigaa Kalisosthe|-|Neekevitanta Kashtam|-|Nadiche Harivilla|-|Nanu Nuvillaa gripeduthunte Ela|-|Anu Vanu Vuna Vila Vilamanadaa praanam Niluvella|-|Nilu Nilu Nilaladu Pilla|-|Gaalipatamlaa Egarake ala|-|Sukumari Sogasunala Ontariga Vodalaala...|-|Em Cheyalo Le|-|Gaali Vaaluga...|-|O Gulabi Vaali...|-|Gaayam Ainadi|-|Na Gundeki Thagili|-|Thapinchi ponaaaaaaaa!|-|Prahtikshanam Ilaga Neekosam|-|Tharinchi ponaaaaaaaa.|-|Cheli Ila Dorikithey Nee Sneham.|-|hmmm! hmmm! hmmm! mmm!!!
"Anirudh Ravichander Gaali Vaaluga (From ""Agnyaathavaasi"") lyrics",gaalivaalugaa oo gulaabhi vaali|-|gaaymaindii naa guNddeku tgili|-|tpiNcipoonaa prtiikssnnN ilaag niikoosN|-|triNcipoonaa celii ilaa dorikite nii sneehN|-|eeN ceesaavee mbbulnu puvvulloo|-|tddipii teenejddilo muNceesaavee|-|gaalulku gNdN raasi paiki visurutaavee|-|eeN ceestaave merupu curkttulnii|-|duusi pdducu yedloo diNceesaavee|-|tlpunee tunklu ceesii tpn peNcutaavee|-|nddicee hrivillaa nnu nuvvill guru peddutuNttee yel|-|annuvnnuvun vilvilmnd praannN niluvellaa|-|nilu nilu nilu nilbddu pill gaalipttNl egrke allaa|-|sukumaari sogsunlaa oNttrigaa vodlaalaa|-|cuusteenee|-|gaalivaalugaa oo gulaabhi vaali|-|gaaymaindii naa guNddeku tgili|-|tpiNcipoonaa prtiikssnnN ilaag niikoosN|-|triNcipoonaa celii ilaa dorikite nii sneehN...|-|hmm koraa koraa koopmeelaa curaa curaa cuupuleelaa|-|mnoohri maaddipoonaa aNt uddikistee|-|are anii jaalipddveeN paapN kdee preeysii|-|sree ani cllbddvee moosii pisaacii|-|uhuu alaa tippukuNttuu uulipookee uurvsii|-|aho alaa nvvutaavee miisN meleesii|-|ennaalllliNkaa uurikee uuhlloo uNttaaN peNki pillaa|-|caallee iNkaa maanukoo muNduu venk cuusukooni pNtN|-|aalociddaaN ckkgaa kuurconi crciddaaN|-|caalu yuddhN raajiikoddaaN koddigaa klisostee|-|niikeemittNtt kssttN|-|nddicee hrivillaa nnuv nuvvill guru peddutuNttee yel|-|annuvnnuvun vilvilmnd praannN niluvellaa|-|nilu nilu nilu nilbddu pill gaalipttNl egrke allaa|-|sukumaarii sogsunlaa oNttrigaa vodlaalaa|-|eeN ceyyaaloolee|-|gaalivaalugaa oo gulaabhi vaali|-|gaaymaindii naa guNddeku thgili|-|tpiNcipoonaa prtiikssnnN ilaag niikoosN|-|triNcipoonaa celii ilaa dorikite nii sneehN
Anirudh Ravichander Guleba lyrics,Guleba...|-|Buenos dias.|-|Arriba.|-|Que pasa.|-|Guleba.|-|Jio beta.|-|Ringota.|-|Silpetta.|-|Sokama. Sokama.|-|Hey jolly ilo gymu khan thama|-|Hey mama. Panama.|-|Poyi party pannalama.|-|Sokama. Hey scene-ah oru gana padalama|-|Nee vaama ada aalu nightu rawsu thama|-|Dagulu Dagulu Dagulu Dagulu|-|Blockbuster song-u ma|-|Dagulu Dagulu Dagulu Dagulu|-|Thiruppi pottu vaangu ma|-|Dagulu Dagulu Dagulu Dagulu|-|Area dhan thaanguma.|-|Jolly lo gym khana thaa ma|-|Guleba.|-|Guleba.|-|Guleba.|-|Hey sokamaaa.|-|Sokama. Sokama.|-|Hey jolly ilo gymu khan thama|-|Hey mama. Panama.|-|Poyi party pannalama.|-|Sokama. Hey scene-ah oru gana padalama|-|Nee vaama ada aalu nightu rawsu thama|-|Yeh. Vikkalu vikkalu vikkalu vantha|-|Thanniya kudchikkama.|-|Sikkalu sikkalu sikkalunaakkaa|-|Orama othikoma.|-|Yeh. Vikkalu vikkalu vikkalu vantha|-|Thanniya kudchikkama.|-|Sikkalu sikkalu sikkalunaakkaa|-|Orama othikoma.|-|Hey mamacita...|-|Mamacita. Lolita.|-|Vaa sandailaama vaazhalaama smartah.|-|Committaah ne angerukku kaatu oru tata|-|Repeatah nee love ah konjam|-|Shareu pannu neat ah.|-|Suweeta vaa areake nee thaan mitta.|-|Googleu googleu googleu panniyum|-|Sikkadhu yen peru ma|-|Cycle gapula rocketa thookura|-|Hide and seeku aalu ma|-|Bubbleu bubbleu bubbleu bubbleu|-|Bubble gum-u body ma|-|Jollu lo gym khana thaan ma|-|Guleba.|-|Jio beta.|-|Guleba.|-|Silpetta.|-|Yeh. Vikkalu vikkalu vikkalu vantha|-|Thanniya kudchikkama.|-|Sikkalu sikkalu sikkalunaakkaa|-|Orama othikoma.|-|Yeh. Vikkalu vikkalu vikkalu vantha|-|Thanniya kudchikkama.|-|Sikkalu sikkalu sikkalunaakkaa|-|Orama othikoma.|-|Sokama. Sokama.|-|Hey jolly ilo gymu khan thama|-|Hey mama. Panama.|-|Poyi party pannalama.|-|Sokama. Hey scene-ah oru gana padalama|-|Nee vaama ada aalu nightu rawsu thama|-|Yeh. Vikkalu vikkalu vikkalu vantha|-|Thanniya kudchikkama.|-|Sikkalu sikkalu sikkalunaakkaa|-|Orama othikoma.|-|Yeh. Vikkalu vikkalu vikkalu vantha|-|Thanniya kudchikkama.|-|Sikkalu sikkalu sikkalunaakkaa|-|Orama othikoma.|-|Yeh. Vikkalu vikkalu vikkalu vantha|-|Thanniya kudchikkama.|-|Sikkalu sikkalu sikkalunaakkaa|-|Orama othikoma.|-|Yeh. Vikkalu vikkalu vikkalu vantha|-|Thanniya kudchikkama.|-|Sikkalu sikkalu sikkalunaakkaa|-|Orama othikoma.
"Anirudh Ravichander Hey Mama (From ""Sethupathi"") lyrics",Male : Naan yaaru naan yaaru|-|Goiyaala naan yaaru|-|Naan yaaru naan yaaru|-|Goiyaala nee kelu|-|Male : Naan raja naan raja|-|Engeyum naan raja|-|Naan raja naan raja|-|Epothum naan raja|-|Male : Thotta theepori thaanda|-|Sutta erimala thaanda|-|Nodiyil idi idipenda|-|Vaadaaaa...|-|Male : Suthum bhoomiye maathi|-|Satta kaalara yethi|-|Vantha saathuven saathi|-|Podaaaa|-|Male : { Hey mama u wanna hate me|-|Hey mama u wanna hate me|-|Hey mama u wanna hate me|-|Hey mama u wanna hate me } (2)|-|Male : Naan raja naan raja|-|Engeyum naan raja|-|Naan raja naan raja|-|Epothum naan rajaaaaaaaaaahhhhhhhhhh..|-|Male : U can call me a raja|-|Cause i am king of the whole world|-|U can call me a raja|-|Naan yaar yaar|-|Male : I am a villain not a hero|-|I am a ten not a zero|-|I am the only one|-|That's ready for a fight|-|And i will kill|-|Male : Tell me if you are ready or not|-|Lets start cause|-|I am about to|-|Take it to the top like what!|-|Male : Kattam kattum aalu|-|En ulagam vattam illa|-|Puliya neeyum aana|-|Dhenam aata adikkanum kolla|-|Male : Sattam thittam ellam|-|Naan eppavum mathichathu illa|-|Suttu thallitu poven|-|Ada vera enna solla|-|Male : Engeyum epothum|-|Mudhal adi adipathu naan thaan|-|Appothe saavaanda|-|Maru adi adipathu veendhaan|-|Male : Thotta theepori thaanda|-|Sutta erimala thaanda|-|Nodiyil idi idipenda|-|Vaadaaa|-|Male : Suthum bhoomiye maathi|-|Satta kaalara yethi|-|Vantha saathuven saathi|-|Podaaaa|-|Male : Like a solider in a war|-|Like a leader i am war|-|I am a hero on the core raja raja raja..|-|Male : Hey mama u wanna hate me|-|Hey mama u wanna hate me|-|Hey mama u wanna hate me|-|Hey mama u wanna hate me|-|Male : I am raja me raja|-|Naan raja naan raja|-|Raja raja rajaaa rajaaaaaa heyyyyyy....
Anirudh Ravichander Holá Amigö lyrics,Hola Amigo Hola Amigo|-|Hola Senorita|-|Hola Amigo Hola Amigo|-|Hola Senorita|-|Adutha Theruvil Irukkum Kuppaikku|-|Mooka Nee Mooduriyae|-|Unakkul Kuvinju Kidakkum Kuppaiya|-|Marachu Oduriyae|-|Unnoda Aaloda Aaloda Azhaga|-|Izhuthu Mooduriyae|-|Ennoda Aaloda Azhaga Rasikka|-|Paakkura Neeyum Ozhungilla|-|Naanum Ozhungilla Oorum Ozhungilaa|-|Yaarum Ozhungilla Neram Enakkilla|-|Vaelai Unakkilla Adichi Thiruthida|-|Naanum Kanakkilla|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Kaasukkaa Avan Oozhal Senje Thinnuvaane|-|Aanaalum Nee Voteu Pottu Yaemaathuviye|-|Kaasukkaa Avan Matchu Fixu Pannuvaane|-|Aanaalum Nee Tv Paathu Kathuriye|-|Lanjam Vaangum Coppa Helmet Illa Toppa|-|Nee Sollu Ethu Wrongunnu|-|Beepusonga Kaettu Aadum Ganga|-|Nee Sollu Ethu Thappunnu|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|See I Came From The Bottom Boy|-|Not Big Not King Just Call Me A Dreamer|-|And I Rise At The Sun Boy|-|Never Been Fit Bcoz Then You Erase|-|The Leader So Who Want To Stop Me|-|Please Dont Try Me|-|I Feel None Only God Can Judge Me|-|Please Ask Around|-|I Dont Need The Crown|-|Do Tell My Enemies I Wont Stay Down|-|And I Wont Stay Down|-|And Icant Give Up|-|And If I Fall Do Rie Me Up|-|And I Want To Live It Up|-|And I Want To Rise It Up|-|And I Want To Shut It Down|-|Tell Them Till My People Live It Up|-|Till My Girls Rise It Up|-|Bcos I Want To Put It Down|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita|-|Hola Hola Amigo|-|Hola Senorita
Anirudh Ravichander Idhayane lyrics,idhayane Ennai Enna Seigiraai|-|Inimaigal Ennil Seidhu Ponaay|-|Idhayane Enna Mayam Seigirai|-|Iravugal Vellai Aakki Ponaai|-|Vaanam Virigirathe|-|Naam En Konamaatru|-|Ellam Purigiradhe|-|Nee En Sinungal Aarti|-|Poigal Neengudhe|-|Unmai Thondrudhe|-|Unnai Tholanendru|-|En Idhalgal Koorudhe|-|Boomi Maarudhe Vannam Yerudhe|-|Unnai Kadhal Endru|-|Endham Nenjam Koorudhe|-|Un Pole Yaarum Yaarum Illaiye Manmele|-|Oor Ellai Atra Kadhal Konden Unmele|-|Nee Vandhanaigal Yedhum Ennil Illai|-|Kaaranangal Illai|-|Ketkadhe Sonnalum Yerkadhe|-|Un Pole Yaarum Yaarum Illaiye Manmele|-|Oor Ellai Atra Kadhal Konden Unmele|-|Nee Vandhanaigal Yedhum Ennil Illai|-|Kaaranangal Illai|-|Ketkadhe Sonnalum Yerkadhe|-|Idhayane Ennai Enna Seigiraai|-|Inimaigal Ennil Seidhu Ponaay|-|Idhayane Enna Mayam Seigirai|-|Iravugal Vellai Aakki Ponaai|-|Edhirum Pudhirum Unnai Ennai|-|Naan Ninaikka|-|Unadhu Udhiram Endru Unnai Maatrinaai|-|Sarugu Sarugu Endru Naan|-|Udhirndhu Vilumbothum|-|Siragu Siragu Thandhu Vaanil Yetrinaai|-|Mudhal Murai Enadhu Aalai Thaandi|-|Tholai Thaandi Kelvi Indri Ulle Selgiraiyo|-|Mudhan Murai Enadhu Nenjam Kannu|-|Unnai Kandu Kangal Kandu Kadhal Solgiraai|-|Un Pole Yaarum Yaarum Illaiye Manmele|-|Oor Ellai Atra Kadhal Konden Unmele|-|Nee Vandhanaigal Yedhum Ennil Illai|-|Kaaranangal Illai|-|Ketkadhe Sonnalum Yerkadhe|-|Un Pole Yaarum Yaarum Illaiye Manmele|-|Oor Ellai Atra Kadhal Konden Unmele|-|Nee Vandhanaigal Yedhum Ennil Illai|-|Kaaranangal Illai|-|Ketkadhe Sonnalum Yerkadhe|-|Idhayane Ennai Enna Seigiraai|-|Inimaigal Ennil Seidhu Ponaay|-|Idhayane Enna Mayam Seigirai|-|Iravugal Vellai Aakki Ponaai
Anirudh Ravichander Ilamai Thirumbudhe lyrics,Ilamai Thirumbudhe|-|Puriyatha Puthiraache|-|Idhaya Thudippile|-|Panikaaththum Soodaache|-|Hey Thulli Kuthikkuthu Nenjam|-|Thookkam Varavilai Konjam|-|Maalai Varum Ena Anjum|-|Meendum Muthal Paruvam|-|Kaigal Seeppai Theduthu Thaane|-|Kangal Unnai Theduthu Maane|-|Naatkal Methuvaai Poguthu Veene|-|Mella Thoduthe Kadhale|-|Kaigal Seeppai Theduthu Thaane|-|Kangal Unnai Theduthu Maane|-|Naatkal Methuvaai Poguthu Veene|-|Mella Thoduthe Kadhale|-|Ilamai Thirumbudhe|-|Puriyatha Puthiraache|-|Idhaya Thudippile|-|Panikaaththum Soodaache|-|Vaazhkaiye Vaazhathaane|-|Vaa En Kanne|-|Vaazhnthuthaan Paarpoma|-|Vaanavil Korpoma|-|Saaigaiyil Thaanga Thevai|-|Oru Thol Thaane|-|Thanimaram Naanadi|-|Thottamaai Neeyadi|-|Valibaththin Ellaiyil|-|Vaasal Vantha Mullaiye|-|Pogum Varai Pogalaam|-|Enna Pizhaiye|-|Oore Nammai Paarpathu Pole|-|Yetho Bimbam Thondruthu Vaanil|-|Kaalgal Tharaiyil Kolam Poda|-|Mella Thoduthe Kadhale|-|Ilamai Thirumbudhe|-|Puriyatha Puthiraache|-|Idhaya Thudippile|-|Panikaaththum Soodaache|-|Hey Thulli Kuthikkuthu Nenjam|-|Thookkam Varavilai Konjam|-|Maalai Varum Ena Anjum|-|Meendum Muthal Paruvam|-|Kaigal Seeppai Theduthu Thaane|-|Kangal Unnai Theduthu Maane|-|Naatkal Methuvaai Poguthu Veene|-|Mella Thoduthe Kadhale|-|Kaigal Seeppai Theduthu Thaane|-|Kangal Unnai Theduthu Maane|-|Naatkal Methuvaai Poguthu Veene|-|Mella Thoduthe Kadhale|-|Ilamai Thirumbudhe|-|Puriyatha Puthiraache|-|Idhaya Thudippile|-|Panikaaththum Soodaache
"Anirudh Ravichander Ilamai Thirumbudhe (From ""Petta"") lyrics",Male : Ilamai thirumbudhae|-|Puiryaatha puthiraachae|-|Idhaya thudippilae|-|Pani kaathum soodachae|-|Male : Hey thulli kuthikuthu nenjam|-|Thookam varavillai konjam|-|Maalai varum ena anjum|-|Meendum mudhal paruvam|-|Male : Kaigal seeppai theduthae thaanae|-|Kangal unnai theduthae maanae|-|Naatkal medhuvaai poguthu veenae|-|Mella thoduthae kaadhalae|-|Male : Kaigal seeppai theduthae thaanae|-|Kangal unnai theduthae maanae|-|Naatkal medhuvaai poguthu veenae|-|Mella thoduthae kaadhalae|-|Male : Hey ilamai thirumbudhae|-|Puiryaatha puthiraachae|-|Idhaya thudippilae|-|Pani kaathum soodachae|-|Male : Mhmm vaazhkaiyae|-|Vaazha thaanae|-|Vaa en kannae|-|Vaazhnthu thaan paarpoma|-|Vaanavil korppoma|-|Male : Saaigaiyil thaangathevai|-|Oru thol thaanae|-|Thani maram naanadi|-|Thottamaai neeyadi|-|Male : Vaalibathin ellaiyil|-|Vaasal vantha mullaiyae|-|Pogum varai pogalaam|-|Enna pizhiyae|-|Male : Oorae nammai paarpathu polae|-|Yedho bimbam thondruthu maanae|-|Kaalgal tharaiyil kolam poda|-|Mella thoduthae kaadhalae|-|Male : Ilamai thirumbudhae|-|Puiryaatha puthiraachae|-|Idhaya thudippilae|-|Pani kaathum soodachae|-|Male : Hey thulli kuthikuthu nenjam|-|Thookam varavillai konjam|-|Maalai varum ena anjum|-|Meendum mudhal paruvam|-|Male & Chorus :|-|{Kaigal seeppai theduthae thaanae|-|Kangal unnai theduthae maanae|-|Naatkal medhuvaai poguthu veenae|-|Mella thoduthae kaadhalae} (2)|-|Male : Ilamai thirumbudhae|-|Puiryaatha puthiraachae|-|Idhaya thudippilae|-|Pani kaathum soodachae
"Anirudh Ravichander Iraiva (From ""Velaikkaran"") lyrics",Iraiva En Iraiva|-|Enai theriyum Manam|-|Porkalam Aanadhen|-|Iraiva En Iraiva|-|En Iru Kaalgale|-|Paadhaiye Meyudhe|-|Enai Padaithavan|-|Nee Thaanaiya|-|Uyir Valarthathum|-|Nee Thaan Aiya|-|Enai Sabithavan Nee Thaan Aiya|-|Uyir Erithal Thaangathaiya|-|Enai Sabithavan Nee Thaan Aiya|-|Uyir Erithal Thaangathaiya|-|Naan Vaazhava|-|Naan Veezhava|-|En Seivadhu Nee Sollu Vaa|-|Uyire En Urave|-|Unai Virtu Povadhum Saavadhum|-|ondruthaan|-|Irave En Pahale|-|Ini Varum Naalellam|-|Boomiyil Ondruthaan|-|Thunai Irundhidum En Kadhale|-|Ilakkanam Edhir Paaramale|-|Adaikalam Naan Un Maarbile|-|Uyir Vidum Varai Unnodu Thaan|-|Unai Vittal Udal Mannodu Thaan|-|Naan Enbathu Naan Mattuma|-|Nee Koodathaan Ododi Vaa|-|Uyir Vidum Varai Unnodu Thaan|-|Unai Vittal Udal Mannodu Thaan|-|Naan Enbathu Naan Mattuma|-|Nee Koodathaan Oododi Vaa|-|Kaadu Mazhai Thaandalaam|-|Kaalgal Ranamagalam|-|Thoivuperum Kadhalil|-|Aadambaram Pogalaam|-|Naan Virumbi Adaiyum|-|Pon Silaiye Silaiye|-|Nee Virumbi Aniya|-|Naan Sirage Sirage|-|Oh Nirandharam Ena Edhum illai|-|Migai Vidum Nilai Naalai Illai|-|Irandhidum Varai Koodathada|-|Eri Malai Endrum Nee Thaanada|-|Uyir Vidum Varai Unnodu Thaan|-|Unai Vittal Udal Mannodu Thaan|-|Naan Enbathu Naan Mattuma|-|Nee Koodathaan Oododi Vaa
Anirudh Ravichander Itemkaaran lyrics,Gaaju eduthunu..|-|Gadiyila suthuthu..|-|Romba vaangala..|-|Avarkuoru..|-|Figuru thattuthu..|-|Attu payyan ippo..|-|Ival bongala!|-|Motta paiyan..|-|Onna vachukinu..|-|Innona paakuthu..|-|Kizha payyanukku..|-|Inga.. santhu santha..|-|Setupu kekkuthu..|-|Ellarukkum yellame..|-|irukudhu..|-|Itemkaran..|-|Single ah thavikkuthu..|-|Mingle aavondaa..!|-|Bippa.. Bilippa..|-|Nee powerfullu..|-|Bulb a..|-|Bahullellam thookura..|-|Paatthelluppa..!|-|Yappa Dappa..|-|Naan Sownmittai..|-|Siluppa..|-|Paapava paaruda..|-|Paulupaluppa..|-|Kai thottathaan..|-|Theerum..|-|Un doubtuda..|-|Naan thottaaka..|-|neeyum..|-|Kick outduda..|-|Kalakalappathan..|-|Sirippa..|-|Palapala palappa..|-|Ava iruppa..|-|Un kosamthaan..|-|Item Kaaran!|-|Item Kaaran!!|-|Item Kaaran!!!|-|Thala thalathala..|-|Unna vida vida..|-|Super figureu..|-|Ethuma??|-|Pala palapala..|-|Moonji Minukkuthu..|-|Intha makeup pothuma?|-|Selfiea eduthunu..|-|Siluppi nadakkatha..|-|Thalanovanaalum..|-|Unna yosikarom..|-|Amirthanjanaa than..|-|Thinam Thechukurom..|-|Kickoutu atha painu..|-|Unna vitta..|-|Pala Queenu..|-|Nee pona podi..|-|Item Kaaran!|-|Item Kaaran!!|-|Item Kaaran!!!|-|Item Kaaran!|-|Item Kaaran!!|-|Item Kaaran!!!
Anirudh Ravichander Julie lyrics,Julie Love u la Sanda Sagajam Thaan Di|-|Julie Unna kadhalichi Tholachiten Di|-|Adhanala Unna Marakka Mudiyala|-|Vera Endha Jeevan Um Enakku Pudikkala|-|Julie Love u la Sanda Sagajam Thaan Di|-|Julie Unna kadhalichi Tholachiten Di|-|Adhanala Unna Marakka Mudiyala|-|Vera Endha Jeevan Um Enakku Pudikkala|-|Kadhala Purinjikama Irukiye|-|Aalamaana kadhala Panna Paathiye|-|Maane Thene Ponmaane|-|Pogadhadi Kalai Maane|-|Maane Thene Ponmaane|-|Neer Illamal Thavikurene|-|Maane Thene Ponmaane|-|Pogadhadi Kalai Maane|-|Maane Thene Ponmaane|-|Unmaiyana Kadhal Naane|-|Un Kalanji Pona Mudiya|-|Konjam Naan Kodha|-|Enna Sarakku Thandhu Aagurene Botha|-|Un Odambu Mele En Viralu Vilaiyada|-|Endha Edathu mela En Kaala naan Poda|-|Un Kalanji Pona Mudiya|-|Konjam Naan Kodha|-|Enna Sarakku Thandhu Aagurene Botha|-|Un Odambu Mele En Viralu Vilaiyada|-|Endha Edathu mela En Kaala naan Poda|-|Kasa Musa Kanavula kandadhellam nenachene|-|Rasanaiyoda Candle ah Vachene|-|Julie Ju Ju Ju ju...|-|ju ju ju Julie...|-|Julie Love u la Sanda Sagajam Thaan Di|-|Julie Unna kadhalichi Tholachiten Di|-|Adhanala Unna Marakka Mudiyala|-|Vera Endha Jeevan Um Enakku Pudikkala|-|Maane Thene Ponmaane|-|Pogadhadi Kalai Maane|-|Maane Thene Ponmaane|-|Neer Illamal Thavikurene|-|Maane Thene Ponmaane|-|Pogadhadi Kalai Maane|-|Maane Thene Ponmaane|-|Unmaiyana Kadhal Naane
Anirudh Ravichander Kaali Theme lyrics,Instrumental
