title,lyrics
Santhosh Narayanan Sirukki Vaasam lyrics,Kerangi Ponen|-|En Kannathil Chinnam Vechan|-|Thazumba Pottu|-|Atha Araama Minna Vechan|-|Ethirum Puthirum|-|Edari Vizhunthu|-|Kalanthu Pochu|-|Otharum Vethayil|-|Kathiru Kelambi|-|Valanthu Pochu|-|Kili Nethu|-|Ethir Katchi|-|Athu Ipo Ivan Patchi|-|Idai Therthal Vandhale|-|Ivan Thaney Kodi Naatuvaan|-|Sirukki Vaasam Kaathoda|-|Narukki Podum En Usura|-|Mayangi Ponen Pinnadiye|-|Unna Vechen Ulla|-|Ada Vella Katti Pulla|-|Ini Ellamey Un Koodathan|-|Venam Uyir Venam|-|Udal Venam Nizhal Venam|-|Adi Nee Mattum Than Venundi|-|Urumum Venga|-|Oru Maan Mutti Thotthenadi|-|Usurakuda Thara Yosikka Maattendi|-|Urumum Venga|-|Oru Maan Mutti Thotthenadi|-|Usurakuda Thara Yosikka Maattendi|-|Paakatha Pasi Ethatha|-|Intha Kaataana Pootathadi|-|Saanjale Kodai Saanjeney|-|Sirukki Vaasam Kaathoda|-|Narukki Podum En Usura|-|Mayangi Ponen Pinnadiye|-|Unna Vechen Ulla|-|Ada Vella Katti Pulla|-|Ini Ellamey Un Koodathan|-|Venam Uyir Venam|-|Udal Venam|-|Nizhal Venam|-|Adi Nee Mattum Than Venundi|-|Kuzhaiyira Puzhuyura|-|Nerayura Kalayura|-|Nerayura Kalayura|-|Neliyuren Kodaiyuren|-|Sariyuren Alayuren|-|Otti Kuzhaiyuren|-|Enna Sakka Puzhuyura|-|Oru Pakkam Nerayura|-|Veral Pattu Kalayura|-|Thotta Neliyuren|-|Enna Kuththi|-|Kodaiyura Kodi Thotta|-|Sariyura|-|Oru Piththa Alayuren|-|Sirukki Vaasam Kaathoda|-|Narukki Podum En Usura|-|Mayangi Ponen Pinnadiye|-|Unna Vechen Ulla|-|Ada Vella Katti Pulla|-|Ini Ellamey Un Koodathan|-|Venam Uyir Venam|-|Udal Venam|-|Nizhal Venam|-|Adi Nee Mattum Than Venundi|-|Sirukki Vaasam Kaathoda|-|Narukki Podum En Usura|-|Mayangi Ponen Pinnadiye|-|Unna Vechen Ulla|-|Ada Vella Katti Pulla|-|Ini Ellamey Un Koodathan|-|Venam Uyir Venam|-|Udal Venam|-|Nizhal Venam|-|Adi Nee Mattum Than Venundi|-|Sirukki Vaasam Kaathoda|-|Narukki Podum En Usura|-|Mayangi Ponen Pinnadiyeeeee|-|Unna Vechen Ulla|-|Ada Vella Katti Pulla|-|Ini Ellamey Un Koodathan|-|Adi Nee Mattum Than Venundi
Santhosh Narayanan Semma Weightu (From Kaala (Tamil) lyrics,SEMMA WEIGHTU LYRICS FROM KAALA|-|Semma Weighttu|-|Semma Weighttu|-|Adanga Maruppavan|-|Velicham Koduppavan|-|Kavala Kalaikkiravan|-|Vaarunnudhan Kaattu|-|Manasa Thodavilla|-|Manusan Vidavilla|-|Karuppa Poosikittu|-|Vanthavaru Greattu|-|Engal Karuppar Nagarathin|-|Karuppu Vairam Karun Chiruthai|-|Intha Ooru Kaaval Veeran|-|Machadunna Veedu ThiumbaMaata|-|Enga Chawlula Pottu Thaakku|-|Yaaru Vandhalum Namma Vazhiyila|-|Be Careful|-|Ithudhan Dharavi Paaru Paaru|-|Yaaru Yaaru Vandhutta Un Munnadi|-|Yehei Mavane Nee Gaali|-|Kaala Saet Inime Namma Pinnadi|-|So Sidhara Vidalaam|-|Kadhara Vidalaam|-|Siraga Virithu Parakka Vidalaam|-|Thadukka Vandhalum Thadaiyillaamal|-|Azhithu Vidalaam|-|Semma Weightu Namma Kaala Saettu|-|Semma Weightu Namma Kaala Saettu|-|Cross Road T Junction|-|60 Feettu 90 Feetu Koliwada|-|Kumbharwada Romba Billa Da|-|Ottumotha Areavum Kaalavoda|-|Qila Da|-|Semma Weightu Semma Weightu|-|Athanaiyum|-|Othumaiya Olikkum|-|Sondha Pandham Polathan|-|Onna Naanga Iruppom|-|Eppadiyum Enga Kodi|-|Uchathula Parakkum|-|Vanakkam Nashkaar Salam Alaikkum|-|Eppavum Namma Kootam|-|United Ah Irukkum|-|Slum Ah Pathi Un Ennatha|-|Konjam Maathikko Ulla Vandhu|-|Enga Life Style-ah Nee Paathukko|-|Jopada Veedanalum Shokka Naanga Iruppom|-|Kaaluku Keezha Keechadnaalum|-|Nenja Nimithi Nadappom|-|Thol Koduppom Thukkatthilum Sirippom|-|Yeri Pesi Paaru Thonga Vittu|-|Thola Urippom|-|Kaiya Katti Vaaya Pothi|-|Ninna Kaalam Pochu|-|Etti Vandhu Ennaththellam Vaanathila|-|Yethiyachu Dharavi Enga Area Inga Than|-|Saet Dhan Avaru Munna Vera Yaaru|-|Inga Kaala Saet Dhaan Avaru Munna Vera Yaar?|-|Semma Weightu Namma Kaala Saettu|-|Semma Weightu Namma Kaala Saettu|-|Romba Kadharnaak Maatha Kaala Saet|-|Ise Bajke Jab There Irathe Naa Ho Naek|-|Maathatek Thyaache Sange Maaje Maappu|-|Street Ulla Sathur Thethil Thulaa Aappu|-|Nagaru Nerisal Penanju Kedappom|-|Thagara Ottil Thaakku Pidippom|-|Uyaram Therinju Usura Koduppom|-|Ulukka Nenacha Veritti Adippom|-|Semma Weightu Semma Weightu|-|Semma Weightu Namma Kaala Saettu|-|Onnaave Vaazhurathu Eppavume Mukkiyamdhan|-|Nammoda Makkalukku Othumaiye Rathinamdhan|-|Kalaikka Nenacha Kalaiya Maatom|-|Azhikka Nenacha Nenappa Azhippom|-|Semma Weightu Namma Kaala Saettu|-|Inga Kaala Saet Dhaan Avaru Munna Vera Yaar?|-|Semma Weightu Namma Kaala Saettu|-|Kaala Kaala Kaala Namma Kaala Saettu|-|Kaala Kaala Kaala Namma Kaala Saettu|-|Kaala Kaala Kaala Namma Kaala Saettu|-|Kaala Kaala Kaala Namma Kaala Saettu
Santhosh Narayanan Ei Suzhali lyrics,Ei Suzhali Lyrics From Kodi|-|Movie: Kodi|-|Singer: Vijaynarain|-|Lyrics: Vivek|-|Ei Suzhali Azhagi Velagi|-|Kalakatti Poravaley Irudi Thirudi|-|Azhaguttithan Nagarum Arali|-|Nora Thalli Ponen Vetkam Koradi|-|Un Vayasathan Thithipa Thinen|-|Usurathan Kathi Sonen|-|Potta kozhi Alagula|-|Enna Koththi Alayura|-|Vitta konjam Pozhaikiren Vidudi|-|Mutta Pottu Manasula|-|Kanna Thooki Eriyura|-|Thitta Etti Sethururen Erali|-|Ei Suzhali Azhagi Colouri|-|Kalakatti Poravaley Irudi Thirudi|-|Kedamattuku Unava Azhali|-|Vitha Potta Kaata Thinga Kududi|-|Nee Manasoda Kalvetta Ninna|-|Kanvetta Vetyi Konna|-|Potta kozhi Alagula|-|Enna Koththi Alayura|-|Vitta konjam Pozhaikiren Vidudi|-|Mutta Pottu Manasula|-|Kanna Thooki Eriyura|-|Thitta Etti Sethururen Erali|-|Ei Suzhali|-|Aalangkattu Kara|-|Aathil Needhum Perai|-|Odaiyura Alli|-|Olaruthu Niththam|-|Kadhala Vandhu|-|Kaadhula Kathum|-|Pozhagura Vandu|-|Muzhunguthu Muththam|-|Poovula Thaththi|-|Thavura Saththam|-|Pozhiyuthu Thenu|-|Pothaiyuren Naanu|-|Ada Mazhai Kottucha|-|Kanavula Matti|-|Kozhambuna Meenu|-|Muzhichathum Thappicha|-|Potta kozhi Alagula|-|Enna Koththi Alayura|-|Vitta konjam Pozhaikiren Vidudi|-|Mutta Pottu Manasula|-|Kanna Thooki Eriyura|-|Thitta Etti Sethururen Erali|-|Ei Suzhali...|-|Ei Suzhali...|-|Ei Suzhali...|-|Ei Suzhali...
Santhosh Narayanan Kaala (Tamil) lyrics,Ah yeah Kaala Tamil|-|Move|-|Kya re Settingah Vengai Mama|-|Othayale Nikken Dhil Irundha Mothama Vaangale|-|Vaa Unnaiyum Mannaiyum|-|Vendruva|-|Theeraaga Or Thevaiyai Konduvaa|-|Nooraiyiram Aandugal Podhume|-|Ondragave Maaruvaai Seeruvaai Vaa|-|Kaala Thee Vaa ah Thee|-|Kattravai Pattravai|-|Ah yeah Kaala Tamil|-|Move|-|Kya re Settingah Vengai Mama|-|Othayale Nikken Dhil Irundha Mothama Vaangale|-|Vaa Unnaiyum Mannaiyum|-|Vendruva|-|Theeraaga Or Thevaiyai Konduvaa|-|Nooraiyiram Aandugal Podhume|-|Ondragave Maaruvaai Seeruvaai Vaa|-|Kaala Thee Vaa ah Thee|-|Kattravai Pattravai|-|aa! ee!|-|kaalaa tmilll|-|muuv!|-|aa!|-|Kay re Setting-ah Vengai Mama|-|Othiyale Nikken|-|til irunt mottmaa vaangkllee|-|vaa unnnnnnaiyum mnnnnaiyum|-|vennnrruvaa|-|tiiraatoor teevaiyai konnttuvaa nuurraayirm aannttukll pootumee|-|onnnrraakvee mruvaay ciirruvaay|-|vaa|-|kaalaa tii vaa aa tii|-|krrrrvai prrrrvai
Santhosh Narayanan Thakida Thakida lyrics,Raththathai Sandhippan|-|Achathai Vettithan|-|Vanjaththal Vanjikka|-|Thapithaal Munnale Vaa|-|Kathi Pazhagida|-|Kaththi Sorigida|-|Thucha Kanavugal Kandal|-|Kottu Thimirida|-|Pattu Parandhida|-|Nenjil Thairiyam Unda|-|Sutrithan Marugida|-|Vizhiyil Muttithan Nerugida|-|Kuruthi Thathittal Vidupadum|-|Unadhu Kaiyo Meiyo|-|Paavam Ayyo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Vegam Vegam Viyugam Viyugam|-|Thedam Thodum Sudhum Vaathum|-|Kalli Chiduyena Killi Thirigida|-|Kolli Kolithida Vandhal|-|Kochai Kuruthiyil Kotti Kumuthida|-|Kottam Adakida Velvan|-|Ivan Angangal Veriyida|-|Arugil Andangal Azhithidum|-|Puthiya Kandangal Karukidum|-|Vilagi Kathum Kathum Kuyyoo Muiyoo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Vidhiyo Vidhiyo Viyandhodum|-|Virumbum Vilaiyo Paliyaagum|-|Vinai Thandhida Koodum Moadhal|-|Yeadhum Podhadhinge|-|Pazhiyo Pazhiyo Bayandhodum|-|Padaigal Vaayai Pilandhaadum|-|Vazhiyum Veeram Vilaindhinge|-|Paavam Kaanaadhinge|-|Thakida Thakida Thai|-|Thakida Thakida Thai|-|Thakida Thakida Thai|-|Thakida Thakida Thai|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Thakida Thakida Thai Thaarararo|-|Thaka Thakida Thakida Thai Thaarararo|-|Udhiram Udhiram Adhu Aaraaga|-|Urudhi Urudhi Adhil Seraaga|-|Udhiram Udhiram Adhu Aaraaga|-|Urudhi Urudhi Adhil Seraaga|-|Adhira Adhira Adi Nooraga|-|Adimai Adimai Nee Theervaaga
Santhosh Narayanan Kannamma lyrics,puuvaak ennn kaatl teenuurutoo|-|teennnaak teennnaak vaanuurutoo|-|knnnnmmaa knnnnmmaa|-|knnnnilee ennnnnnmmaa|-|aakaaym caayaam tuuvaannnmeetu|-|aarraam aarraam kaayngkll eetu|-|knnnnmmaa knnnnmmaa|-|knnnnilee ennnnnnmmaa|-|unnn kaatl vaacm|-|ennn teekm puucum|-|kaalngkll poyyaannntee|-|tiiraat kaatl|-|tiiyaak moot|-|tuurngkll mttai maarrumoo|-|vaannn paarttu eengkum|-|cirru pullinnn taakm|-|kaannnlkll nirraiveerrrrumoo|-|niirinnnrri miinnnum|-|cerunnttu vaalllum|-|vaalllvingku vaalllvaakumoo|-|knnnnmmaa knnnnmmaa|-|knnnnilee ennnnnnmmaa|-|aakaaym caayaam tuuvaannnmeetu|-|aarraam aarraam kaayngkll eetu|-|miittttaat viinnai|-|trukinnnrr raakm|-|keettkaatu puungkaannntlee|-|uuttttaat taayinnn|-|knnkkinnnrr paal pool|-|ennn kaatl kittkkinnnrrtee|-|kaayngkll aarrrrum|-|tlaikkooti teerrrrum|-|kaalngkll kaikuuttutee|-|tottuvaannnm innnrru|-|nettuvaannnm aaki|-|tottumneerm tolaivaakutee|-|knnnnmmaa knnnnmmaa|-|knnnnilee ennnnnnmmaa|-|aakaaym caayaam tuuvaannnmeetu|-|aarraam aarraam kaayngkll eetu|-|knnnnmmaa knnnnmmaa knnnnmmaa knnnnmmaa|-|knnnnilee ennnnnnmmaa|-|Papapapa.|-|Kannamma Kannamma Kathalichala|-|Kaalaiku Kanna Kattuna|-|Chinnatha Chinnatha Poothichu Poova|-|Pova Poga Jalli Kattu Thaan|-|Othakiliye Sokkikichu.|-|Ithapuliye Sikkikichu.|-|Ullathila Vethaya Potutan.|-|Ivan Oratha Pottu Vera Valathuthaan|-|Kalam Podum Intha Kaalam Kolam|-|Ithu Kaathadicha Saayum Paalam|-|Kannamma Kannamma Kathalichala|-|Kaalaiku Kanna Kattuna|-|Chinnatha Chinnatha Poothichu Poova|-|Pova Poga Jalli Kattu Thaan|-|Othikathaan Paathukiraan Uthama Raasa|-|Othakaalil Ninukira Sevanthi Lesa|-|Pakkuvathil Naadagam Nadakkuthu|-|Paduthuka Kaathirukku.|-|Sikitaa Sikitaa Selaiku Noola|-|Setthula Poova Nattuta|-|Kannamma Kannamma Kathalichala|-|Kaalaiku Kanna Kattuna|-|Chinnatha Chinnatha Poothichu Poova|-|Pova Poga Jalli Kattu Thaan|-|Kannamma Kannamma.|-|Sikitaa.|-|Nenjukulla Parava Parakuthu|-|Nerupu Kooda Virichu Nadakuthu|-|Nenjukulla Parava Parakuthu|-|Nerupu Kooda Virichu Nadakuthu|-|Othakiliye Sokkikichu.|-|Ithapuliye Sikkikichu.|-|Kannamma.
Santhosh Narayanan Nikkal Nikkal lyrics,itu engk koottttai|-|ullll vntaa veettttai|-|oru vicil onnnnu atticcaakkaa|-|killmpum peettttai|-|ingk cirricu kuutt|-|pnnnnum periy ceettttai|-|engk pericungk vntaakkaa|-|maattu ruutttt|-|nikkl nikkl jlteeree nikkl nikkl|-|nikkl nikkl jlteeree nikkl nikkl|-|nikkl nikkl jlteeree nikkl nikkl|-|nikkl nikkl jlteeree nikkl nikkl|-|tteey|-|kellmpu kellmpu|-|ant pooccu|-|kellmpu kellmpu|-|kellmpu ttaa-poottaa|-|vittinyciruccu-aamaa|-|kellmputtaa|-|ptungki attngki vaalll|-|naangk innnnnnum slevaa|-|tunninycu etirttu nippoonnttaa|-|naangk eppvoo preevaa|-|nilaimaiy maatturreennnu|-|niltt aattttaiy pootturr|-|nmpikkai mooctti cenycuputtttu|-|engk ollinycu ootturr|-|eelllaiyoott vyittul attuccu|-|peengk peelnnns aa eettaat|-|mukmuutti poottttukkittttu|-|poy pittlaattttm peecaat|-|engklloott oottum|-|turumpu pittikkaat irumputtaa|-|unnn knnnvu ellaa ingk plikkaatu|-|kell kell kell kellmputtaa|-|nikkl nikkl|-|jlteeree|-|nikkl nikkl|-|jlteeree|-|nikkl nikkl|-|tteey|-|kellmpu kellmpu|-|kellmpu ttaa-poottaa|-|vittinyciruccu-aamaa|-|kellmputtaa|-|kellmpu ingk nttkkaatu|-|ungk alumpu|-|romp vccikkaat oorm otungku|-|cummaa ttai aa kaatttti naalu|-|pailai aa tuukki vntu|-|cikkikkaat viinnaa vilku|-|nii attngku-maascu|-|itu engk kaalm|-|ataa unnrntu tott|-|ninnnaikkaatu int ottmpu|-|tiruppi kuttutt|-|taangk maatttt tteey|-|vnt vllliy paattu kellmpu|-|tteey|-|kellmpu kellmpu|-|ant pooccu|-|kellmpu kellmpu|-|kellmpu ttaa-poottaa|-|vittinyciruccu-aamaa|-|kellmputtaa|-|tteey|-|nikkl nikkl|-|kellmputtaa|-|nikkl nikkl|-|kellmputtaa|-|nikkl nikkl|-|kellmputtaa|-|tteey.|-|Ithu Enga Kotta|-|Ulla Vanthaa Vaetta|-|Oru Whistle Onnu Adichaakkaa Kelambum Paetta|-|Inga Sirusu Kooda Pannum Periya Saetta|-|Enga Perusunga Vanthaakka Maathu Routea|-|Nikkal Nikkal Chalethere Nikkal Nikkal|-|Nikkal Nikkal Chalethere Nikkal Nikkal|-|Nikkal Nikkal Chalethere Nikkal Nikkal|-|Nikkal Nikkal Chalethere Nikkal Nikkal Dei|-|Kelambu Kelambu Kelambudaa|-|Kelambu Kelambu Anthu Pochu Kelambudaa|-|Pathungi Adangi Vaazha Naanga Innum Slavea|-|Thununju Ethirthu Nippomdaa Naanga Eppavum Bravea|-|Nelamaiya Maathurennu Nelatha Aattaiya Podura|-|Nambikkai Mosadi Senju Puttu Enga Olinju Odura|-|Yaezhaiyoda Vayuthula Adich Bank Balancea Yaethaatha|-|Mogamoodi Pottuputtu Poi Pithalaattam Paesaatha|-|Engaloda Othumai Thurumbu Pidikkaatha Irumbudaa|-|Un Kanavu Ellaam Inga Palikkaathu Kela Kela Kela Kelambudaa|-|Nikkal Nikkal Chalethere Nikkal Nikkal|-|Nikkal Nikkal Chalethere Nikkal Nikkal|-|Nikkal Nikkal Chalethere|-|Nikkal Nikkal Chalethere|-|Nikkal Nikkal Chalethere Dei|-|Kelambu Kelambu Kelambudaa|-|Poda Vidinjiruchu Aamaa Kelambudaa|-|Kelambu Inga Nadakkaathu Unga Alambu|-|Romba Vechukkaatha Oaram Othungu|-|Summa Tiea Katti Naalu Filea Thookki Vanthu|-|Sikkikkaatha Veenaa Velagu Nee Adangu Massu|-|Ithu Enga Kaalam Atha Unarnthu Thoda|-|Nenaikkaatha Intha Odambu|-|Thiruppi Koduthaa Thaanga Maatta|-|Vantha Vazhiya Paathu Kelambu|-|Kelambu Kelambu Anthu Pochu Kelambu Kelambu|-|Kelambu Kelambu Vidinjiruchu Kelambu Kelambu|-|Kelambu Kelambu Anthu Pochu Kelambu Kelambu|-|Kelambu Kelambu Vidinjiruchu Kelambu Kelambu
Santhosh Narayanan Vettu Pottu lyrics,Vetta Pottu Kondaadu Da|-|Ivan Nammaaluda|-|Whistle Pathaathuda|-|Kireedamaachu Mundaasuda|-|Ivan Ninna Idame Pattaasuda|-|Podu.|-|Patti Thotti Chella Magan|-|Enga Veetu Pulla Ivan|-|Etti Paakuran|-|Uchi Thottu Paakuraan|-|Vandi Katti Sandaiyunu|-|Munna Vanthu Ninnavana|-|Thatti Thookuran|-|Mutti Mutti Pekuran|-|Thottu Adicha|-|Pori Parakkum|-|Ettu Thisaiyum|-|Kodi Parakkum|-|Vetta Pottu Kondaadu Da|-|Ivan Nammaaluda|-|Whistle Pathaathuda|-|Kireedamaachu Mundaasuda|-|Ivan Ninna Idame Pattaasuda|-|Podu.|-|Hey Vantha Vazhiya Marapathilla|-|Pora Vazhiya Mathikkum Pulla|-|Vanjagam Illa Manasukulla|-|Muraiya Sariya Iruppan|-|Pacha Mannu Thaan Uruvathila|-|Panjamey Illa Vevarathula|-|Vambu Thumbu Na Adichi Norikki|-|Finishing Sariya Kuduppan|-|Venaanda Akkaporu|-|Nee Thalli Nikkapaaru|-|Mudinja Kai Vachu Paaruda|-|Ivan Pona Pakkam Paaru|-|Ulluru Thandi Koda|-|Ivan Peru Nikkum Paaruda|-|Thottu Adicha|-|Pori Parakkum|-|Ettu Thisaiyum|-|Kodi Parakkum|-|Vettu Pottu.|-|Hey Vettu Pottu.|-|Vetta Pottu Kondaadu Da|-|Ivan Nammaaluda|-|Whistle Pathaathuda|-|Kireedamaachu Mundaasuda|-|Ivan Ninna Idame Pattaasuda|-|Podu.|-|Podu.
Santhosh Narayanan Kodi Parakkudha lyrics,"Iru Uyir Oru Uyiraai Avatharikka|-|Iru Thinai Puthu Kathiraai UruKulaikka|-|Vizhigalum Un Uyirai Uraiya Vaikka|-|Piliridum Ivan Rowthiram Unai Miratta|-|Kadakadavena Idhayam Thudithida|-|Thaga Thagavena manadhil Kodhithida|-|Para Paravena Karangalum Pudaithela|-|Viru Viruvena Adai Mazhai Anal Vida|-|Unakena Oru kanakonnu Irukudhada|-|Kanavula Verum Kalithaley Nadakumada|-|Vidai Theriyira Varai Nee Irundhukada|-|Therinjadhum nee eriyira Suruliyada|-|Kodi|-|Kodi|-|Kodi|-|Kodi|-|Kodi|-|Naan Parakura Neram Idhuda|-|Kodi|-|Mavane Thedi Poi Seiya Poren Da|-|Kodi|-|Tharai polakura Vegam nada Da|-|Kodi|-|Enga iruka nee Thedi Varenda|-|Kodi|-|Thalai Nimirndha|-|Kodi|-|Thalai Sirandha|-|Kodi|-|Ivan kaatula|-|Kodi|-|Pudikathavan|-|Thalai Nimirndha Uyarathula Theriyum|-|Thalai Sirandha Manusanukku Puriyum|-|Ivan Kaatula Epavume Mazhai Da|-|Pudikadhavan Dhoora Ninnu,|-|Dhoora Ninnu|-|Dhoora Ninnu|-|Dhoora Ninnu|-|Dhoora Ninnu|-|Naan Paasa Payirada Unakku Paasa kayirada|-|Naan Paasa Payirada Unakku Paasa kayirada|-|Naan Paasa Payirada Unakku Paasa kayirada|-|Naan Paasa Payirada Unakku Paasa kayirada|-|Kodi|-|Kodi|-|Kodi|-|Kodi|-|Kodi|-|Naan Parakura Neram Idhuda|-|Kodi|-|Mavane Thedi Poi Seiya Poren Da|-|Kodi|-|Tharai polakura Vegam nada Da|-|Kodi|-|Enga iruka nee Thedi Varenda|-|Mudinjidhu Unakini Karunaiyum Illai|-|Ivan Azhikka Mudiyadha Kadavulin Pillai|-|Mudinjidhu Unakini Karunaiyum Illai|-|Ivan Azhikka Mudiyadha Kadavulin Pillai|-|Kadavulin Pilla|-|Kadavulin Pilla|-|Kadavulin Pilla|-|Kadavulin Pilla|-|Kadavulin Pilla|-|Kodi|-|Kodi|-|Kodi|-|Kodi|-|Kodi|-|Naan Parakura Neram Idhuda|-|Kodi|-|Mavane Thedi Poi Seiya Poren Da|-|Kodi|-|Tharai polakura Vegam nada Da|-|Kodi|-|Enga iruka nee Thedi Varenda|-|Kodi Parakudha?"
Santhosh Narayanan Kaala (Tamil) Teaser Theme lyrics,aa! ee!|-|kaalaa tmilll|-|muuv!|-|aa!|-|Kay re Setting-ah Vengai Mama|-|Othiyale Nikken|-|til irunt mottmaa vaangkllee|-|vaa unnnnnnaiyum mnnnnaiyum|-|vennnrruvaa|-|tiiraatoor teevaiyai konnttuvaa nuurraayirm aannttukll pootumee|-|onnnrraakvee mruvaay ciirruvaay|-|vaa|-|kaalaa tii vaa aa tii|-|krrrrvai prrrrvai
